상호명,주소,업종대분류,업종중분류,업종소분류
파스타마켓,서울특별시 종로구 명륜4가 103-6,음식,양식,스파게티전문점
포차천국,서울특별시 광진구 화양동 5-61,음식,유흥주점,소주방/포장마차
만권화밥,서울특별시 양천구 목동 917-6,음식,한식,한식/백반/한정식
라떼플로라,서울특별시 노원구 공릉동 683-15,음식,한식,한식/백반/한정식
파우치커피,서울특별시 양천구 신월동 205-23,음식,한식,한식/백반/한정식
롯데리아테니스장,서울특별시 송파구 방이동 88,음식,패스트푸드,패스트푸드
우리이발,서울특별시 강북구 미아동 701-3,생활서비스,이/미용/건강,남성미용실
교동떡방,서울특별시 양천구 목동 901,음식,제과제빵떡케익,떡전문
쉴낙원서울장례식장,서울특별시 금천구 가산동 535-130,음식,한식,한식/백반/한정식
내추럴하우스바이올가,서울특별시 강서구 등촌동 689,,,
Porcorea,서울특별시 영등포구 신길동 4300-23,음식,유흥주점,호프/맥주
이발로,서울특별시 동대문구 청량리동 205-482,생활서비스,이/미용/건강,남성미용실
엠엔에이치M&H,서울특별시 양천구 목동 925,제조,식품가공/제조,종합식품제조
장씨네,서울특별시 은평구 대조동 240,,,
다올식품,서울특별시 양천구 신정동 1182-31,제조,식품가공/제조,종합식품제조
니어커피,서울특별시 동대문구 이문동 339-1,음식,커피점/카페,커피전문점/카페/다방
돼지먹고촌,서울특별시 은평구 갈현동 508-9,음식,한식,한식/백반/한정식
더디자이너스메리가든,서울특별시 강남구 논현동 201-4,음식,한식,한식/백반/한정식
298ATO,서울특별시 강서구 염창동 298,음식,한식,한식/백반/한정식
제파스펍,서울특별시 강서구 마곡동 784-11,음식,유흥주점,호프/맥주
지엔팩토리,서울특별시 성북구 정릉동 260-29,,,
올리브영,서울특별시 서초구 서초동 1305-7,,,
늘보리,서울특별시 관악구 신림동 1654-7,음식,한식,한식/백반/한정식
곡물나라쿠키나무,서울특별시 영등포구 영등포동4가 434-5,제조,식품가공/제조,종합식품제조
템플Temple,서울특별시 성동구 성수동2가 210-10,음식,양식,정통양식/경양식
나이스가이,서울특별시 강남구 개포동 1239-20,생활서비스,이/미용/건강,여성미용실
레알면,서울특별시 서초구 잠원동 30-4,음식,분식,라면김밥분식
쉼힐링카페,서울특별시 강동구 천호동 453-24,음식,커피점/카페,커피전문점/카페/다방
딩호,서울특별시 구로구 구로동 530-60,음식,중식,중국음식/중국집
국공립구의1동아이터어린이집,서울특별시 광진구 구의동 634-13,학문/교육,유아교육,어린이집
수내닭꼬치,서울특별시 노원구 상계동 652,음식,유흥주점,꼬치구이전문점
파파밸리피자,서울특별시 강남구 삼성동 159-7,음식,패스트푸드,피자전문
더원,서울특별시 중랑구 면목동 91-60,,,
이디야커피,서울특별시 마포구 성산동 515,음식,커피점/카페,커피전문점/카페/다방
59년옛날통닭,서울특별시 은평구 갈현동 508-7,음식,유흥주점,호프/맥주
아셀헤어,서울특별시 은평구 대조동 222-17,생활서비스,이/미용/건강,여성미용실
백서방푸드,서울특별시 송파구 문정동 634,제조,식품가공/제조,종합식품제조
YOLO돈쭈꾸,서울특별시 중랑구 면목동 392-52,음식,한식,한식/백반/한정식
김수현헤어,서울특별시 강동구 길동 221-7,생활서비스,이/미용/건강,여성미용실
아이엘유,서울특별시 마포구 서교동 397-11,음식,한식,한식/백반/한정식
너란욕심,서울특별시 종로구 충신동 1-180,음식,한식,한식/백반/한정식
핑크마운틴커피,서울특별시 용산구 이촌동 301-160,음식,커피점/카페,커피전문점/카페/다방
착한커피,서울특별시 구로구 구로동 197-28,음식,커피점/카페,커피전문점/카페/다방
가화반점,서울특별시 서대문구 북아현동 136-21,음식,중식,중국음식/중국집
아비꼬,서울특별시 양천구 목동 917,음식,한식,한식/백반/한정식
고요남,서울특별시 강서구 화곡동 1117-10,음식,한식,한식/백반/한정식
배달삼겹직구삼,서울특별시 동대문구 장안동 113-2,음식,한식,갈비/삼겹살
윤스헤어,서울특별시 강북구 미아동 776-33,생활서비스,이/미용/건강,여성미용실
이디야커피,서울특별시 마포구 성산동 228-1,음식,커피점/카페,커피전문점/카페/다방
맘스터치중곡역점,서울특별시 광진구 중곡동 166-34,음식,패스트푸드,패스트푸드
호영그레인,서울특별시 양천구 목동 917-6,제조,식품가공/제조,종합식품제조
24시조마루감자탕,서울특별시 도봉구 쌍문동 657,음식,한식,해장국/감자탕
수라원,서울특별시 강남구 도곡동 467-17,,,
아트박스,서울특별시 은평구 갈현동 456-27,소매,선물/팬시/기념품,캐릭터상품
엘더키친,서울특별시 동대문구 장안동 389-1,음식,한식,한식/백반/한정식
홀짝홀짝,서울특별시 마포구 서교동 355-25,음식,한식,한식/백반/한정식
화덕피자,서울특별시 광진구 구의동 237-3,음식,패스트푸드,피자전문
NailDress,서울특별시 영등포구 신길동 257-26,,,
베이직,서울특별시 강남구 대치동 990,음식,한식,한식/백반/한정식
서가앤쿡,서울특별시 강서구 마곡동 774-12,음식,양식,패밀리레스토랑
ING..28,서울특별시 강남구 역삼동 655-2,음식,한식,한식/백반/한정식
탄요,서울특별시 강남구 신사동 584-1,음식,한식,한식/백반/한정식
벨꾸르,서울특별시 양천구 목동 917-6,음식,제과제빵떡케익,제과점
소문당,서울특별시 중구 을지로5가 270-33,,,
이마트,서울특별시 은평구 구산동 20-42,소매,종합소매점,할인점
쭈너니딱좋아,서울특별시 서초구 반포동 115-5,,,
피부전문AK,서울특별시 강남구 삼성동 143-1,생활서비스,이/미용/건강,비만/피부관리
패밀리헤어,서울특별시 관악구 봉천동 480-99,생활서비스,이/미용/건강,여성미용실
레알,서울특별시 노원구 월계동 26-8,,,
오후의빵집,서울특별시 광진구 구의동 547-7,음식,제과제빵떡케익,제과점
르번미,서울특별시 노원구 공릉동 670-20,,,
일파만파,서울특별시 서대문구 창천동 62-37,음식,양식,정통양식/경양식
데메테르북스,서울특별시 마포구 동교동 147-31,,,
육공사식당,서울특별시 노원구 월계동 774,음식,한식,한식/백반/한정식
호&준,서울특별시 마포구 동교동 165-8,음식,한식,한식/백반/한정식
백서방푸드,서울특별시 강서구 등촌동 689,제조,식품가공/제조,종합식품제조
쏭스핫도그,서울특별시 영등포구 신길동 2365,음식,패스트푸드,핫도그
연탄불막창,서울특별시 동작구 상도동 256-43,음식,한식,곱창/양구이전문
북촌손만두,서울특별시 양천구 목동 917-6,음식,분식,국수/만두/칼국수
에피소드헤어스토리,서울특별시 종로구 명륜2가 184,생활서비스,이/미용/건강,여성미용실
하노이플레이트,서울특별시 강남구 논현동 18-4,,,
지오커피,서울특별시 송파구 문정동 69-5,음식,커피점/카페,커피전문점/카페/다방
본초불닭발,서울특별시 노원구 상계동 1100-23,음식,닭/오리요리,불닭전문
콩볶는드래곤,서울특별시 강동구 길동 383-9,,,
더벤티,서울특별시 양천구 목동 917-6,음식,커피점/카페,커피전문점/카페/다방
나카메구로히쯔지,서울특별시 마포구 서교동 396-46,음식,일식/수산물,음식점-일식
산리쯔헤어,서울특별시 중구 신당동 144-12,,,
잔,서울특별시 중구 을지로3가 349-1,음식,양식,정통양식/경양식
AM핫앤덕,서울특별시 송파구 문정동 634,제조,식품가공/제조,종합식품제조
세이치즈토스트,서울특별시 마포구 서교동 345-8,,,
주아스,서울특별시 마포구 신공덕동 173,제조,식품가공/제조,종합식품제조
올리브영,서울특별시 마포구 아현동 738,,,
명인명품김치,서울특별시 종로구 인사동 231,제조,식품가공/제조,종합식품제조
요리왕,서울특별시 광진구 자양동 236-71,음식,중식,중국음식/중국집
메트로21,서울특별시 종로구 숭인동 211-14,숙박,모텔/여관/여인숙,모텔/여관/여인숙
황금장어,서울특별시 동대문구 용두동 756-3,음식,한식,한식/백반/한정식
동남집,서울특별시 영등포구 여의도동 17-1,음식,한식,한식/백반/한정식
행복한밥상,서울특별시 강서구 방화동 249-42,음식,한식,한식/백반/한정식
은교이용원,서울특별시 동대문구 장안동 125-5,생활서비스,이/미용/건강,남성미용실
카페르뷰,서울특별시 강남구 대치동 952-2,음식,한식,한식/백반/한정식
약초건강,서울특별시 동대문구 제기동 1138,,,
노랑통닭,서울특별시 성동구 상왕십리동 811,음식,닭/오리요리,후라이드/양념치킨
종로곱창,서울특별시 강동구 성내동 41-5,음식,한식,곱창/양구이전문
도미넌트,서울특별시 강동구 성내동 440-25,음식,커피점/카페,커피전문점/카페/다방
어사출또,서울특별시 관악구 봉천동 952-18,음식,한식,한식/백반/한정식
타임투테이블Timetotableby플랜파이브,서울특별시 마포구 연남동 223-43,,,
토끼정,서울특별시 강서구 마곡동 774-12,음식,일식/수산물,음식점-일식
핫브레드,서울특별시 송파구 가락동 459-4,음식,제과제빵떡케익,제과점
이마트,서울특별시 영등포구 영등포동5가 46-5,소매,종합소매점,할인점
에이치더블유에이치,서울특별시 성북구 하월곡동 46-73,,,
강남면옥,서울특별시 강서구 마곡동 774-12,음식,한식,냉면집
TOV,서울특별시 강남구 대치동 922,음식,한식,한식/백반/한정식
모두의쇼핑,서울특별시 강서구 내발산동 753,,,
뷰티필드,서울특별시 마포구 아현동 800,,,
할매손충무김밥,서울특별시 양천구 목동 917-6,음식,분식,라면김밥분식
호산식약품판매,서울특별시 영등포구 여의도동 11-11,,,
히든레시피,서울특별시 서대문구 창천동 62-37,음식,한식,한식/백반/한정식
Jolly:즐거운,서울특별시 노원구 상계동 348-7,음식,양식,정통양식/경양식
통큰김치찌게,서울특별시 강남구 수서동 724,음식,한식,한식/백반/한정식
아리랑수제핫도그,서울특별시 송파구 문정동 634,음식,패스트푸드,핫도그
바이.성수살롱,서울특별시 성동구 성수동1가 14-47,생활서비스,이/미용/건강,여성미용실
미소가조은,서울특별시 송파구 가락동 140,제조,식품가공/제조,종합식품제조
매머드커피,서울특별시 강남구 대치동 936-25,음식,커피점/카페,커피전문점/카페/다방
팔삼닭발,서울특별시 강동구 천호동 215-2,음식,닭/오리요리,닭내장/닭발요리
신림오뎅,서울특별시 관악구 신림동 1638-3,음식,분식,라면김밥분식
카페드스페셜티스,서울특별시 강남구 삼성동 159,음식,커피점/카페,커피전문점/카페/다방
주막,서울특별시 관악구 신림동 1638-17,음식,한식,한식/백반/한정식
ELIN양장점,서울특별시 강남구 대치동 622-1,,,
늘푸른쇼핑,서울특별시 양천구 신정동 325,,,
산수화누룽통닭구이,서울특별시 강서구 화곡동 780-2,음식,한식,한식/백반/한정식
옛날통닭,서울특별시 동대문구 답십리동 2-70,음식,유흥주점,호프/맥주
가메골푸드,서울특별시 노원구 하계동 284,제조,식품가공/제조,종합식품제조
태양박대포,서울특별시 영등포구 영등포동8가 53-2,음식,한식,한식/백반/한정식
낙원아구찜,서울특별시 영등포구 신길동 4780,음식,일식/수산물,아구전문
엠엔에이치,서울특별시 강남구 논현동 140,제조,식품가공/제조,종합식품제조
밥스테이크킴스클럽,서울특별시 양천구 목동 917-6,음식,양식,스테이크전문점
줄리스뉴트리션,서울특별시 성동구 행당동 322-169,,,
MAN,서울특별시 영등포구 당산동6가 217-6,생활서비스,이/미용/건강,여성미용실
아크,서울특별시 강서구 방화동 614-79,생활서비스,이/미용/건강,비만/피부관리
인네이쳐,서울특별시 중랑구 묵동 170-1,제조,식품가공/제조,종합식품제조
소고집,서울특별시 강남구 청담동 124,음식,한식,한식/백반/한정식
카페코코리,서울특별시 강남구 논현동 141-7,음식,한식,한식/백반/한정식
이마트24성신로데오점,서울특별시 성북구 동선동1가 43,소매,종합소매점,할인점
신진유통,서울특별시 은평구 진관동 63,제조,식품가공/제조,종합식품제조
하루찬방,서울특별시 구로구 궁동 209-18,제조,식품가공/제조,종합식품제조
서촌도시락점방,서울특별시 용산구 한강로3가 40-999,음식,패스트푸드,도시락전문점
늘찬오니기리&김밥,서울특별시 용산구 한강로3가 40-999,음식,분식,라면김밥분식
그라찌에,서울특별시 동대문구 회기동 1-5,음식,커피점/카페,커피전문점/카페/다방
후식,서울특별시 용산구 한강로3가 40-999,,,
Freshmen,서울특별시 송파구 문정동 643-1,음식,한식,한식/백반/한정식
루트에브리데이,서울특별시 영등포구 영등포동4가 441-10,소매,종합소매점,수퍼마켓
민지,서울특별시 광진구 자양동 766-2,음식,한식,한식/백반/한정식
에머이,서울특별시 서초구 서초동 1308-16,,,
애프터,서울특별시 강남구 논현동 200,음식,유흥주점,룸살롱/단란주점
마녀술집,서울특별시 동작구 신대방동 607-28,음식,유흥주점,호프/맥주
NumberonePhoSaiGon,서울특별시 은평구 진관동 64,음식,한식,한식/백반/한정식
두레박,서울특별시 은평구 갈현동 489-10,음식,한식,한식/백반/한정식
겐텐성수점,서울특별시 성동구 성수동2가 273-13,음식,일식/수산물,음식점-일식
다이꼬지,서울특별시 광진구 화양동 8-39,음식,유흥주점,호프/맥주
더스터디카페,서울특별시 노원구 중계동 426-38,음식,커피점/카페,커피전문점/카페/다방
브리오슈도레상암MBC몰점,서울특별시 마포구 상암동 1603,음식,한식,한식/백반/한정식
헤븐온탑,서울특별시 중구 을지로7가 2-1,음식,한식,한식/백반/한정식
KB골든라이프케어강동케어센터,서울특별시 강동구 성내동 452,,,
그릴백,서울특별시 성동구 성수동1가 14-47,,,
플랫랜드,서울특별시 마포구 서교동 458-18,음식,한식,한식/백반/한정식
원풀키즈카페,서울특별시 성동구 하왕십리동 700,학문/교육,유아교육,실내놀이터-유아
올리브쿡,서울특별시 성북구 길음동 1281-6,제조,식품가공/제조,종합식품제조
가츠몽경희궁,서울특별시 종로구 홍파동 42-13,음식,한식,한식/백반/한정식
중화복춘골드,서울특별시 마포구 동교동 204-54,음식,중식,중국음식/중국집
김밥천왕,서울특별시 도봉구 창동 557-1,음식,분식,라면김밥분식
을지족발,서울특별시 중구 광희동1가 18,음식,한식,족발/보쌈전문
아엠헤어,서울특별시 강서구 내발산동 665-19,생활서비스,이/미용/건강,여성미용실
네일루와,서울특별시 은평구 갈현동 110-5,생활서비스,이/미용/건강,발/네일케어
남오토코,서울특별시 마포구 서교동 403-21,음식,한식,한식/백반/한정식
지민이네반찬세상,서울특별시 강북구 수유동 54-2,소매,음/식료품소매,반찬가게
아워홈한양대병원푸드코트점,서울특별시 성동구 행당동 17,음식,기타음식업,구내식당/자급식음식점
에코의료기,서울특별시 강서구 화곡동 1006-5,소매,의약/의료품소매,의료용품소매
모가비180도,서울특별시 성북구 석관동 278-14,생활서비스,이/미용/건강,여성미용실
92고기천국,서울특별시 노원구 공릉동 633-4,음식,한식,한식/백반/한정식
깨비밥상,서울특별시 광진구 구의동 631-1,음식,한식,한식/백반/한정식
스시오샤브&스시,서울특별시 금천구 가산동 60-19,음식,일식/수산물,음식점-초밥전문
한마음유통,서울특별시 중랑구 중화동 328-68,,,
숙취캐치,서울특별시 성동구 금호동1가 633,,,
다섯달란트,서울특별시 성북구 종암동 81-183,,,
삼원식품,서울특별시 성동구 성수동2가 278-25,,,
웰젠푸드,서울특별시 광진구 구의동 226-24,음식,한식,한식/백반/한정식
신촌설렁탕,서울특별시 송파구 장지동 881,음식,한식,설렁탕집
참다한홍삼,서울특별시 성북구 하월곡동 222,소매,건강/미용식품,인삼제품판매
브이엑스메이트카페,서울특별시 마포구 서교동 395-17,음식,커피점/카페,커피전문점/카페/다방
헬로분식,서울특별시 광진구 군자동 467-18,음식,분식,라면김밥분식
본죽,서울특별시 용산구 한강로2가 342,음식,별식/퓨전요리,죽전문점
씨아이그룹,서울특별시 서초구 방배동 537-20,,,
슈가라운지,서울특별시 강서구 마곡동 738,음식,양식,정통양식/경양식
신나는허브다이어트,서울특별시 성북구 정릉동 260-74,소매,건강/미용식품,다이어트상품판매
홀릭_M뷰티,서울특별시 서초구 양재동 291-8,,,
살롱드아셀헤어,서울특별시 강남구 논현동 211-12,생활서비스,이/미용/건강,여성미용실
파마시쿱약사협동조합연합회,서울특별시 구로구 구로동 110-4,,,
이구네장칼국수,서울특별시 송파구 가락동 600,음식,분식,국수/만두/칼국수
이오의원,서울특별시 강남구 논현동 202-19,,,
대성이발관,서울특별시 은평구 수색동 368-27,생활서비스,이/미용/건강,남성미용실
신풍특산,서울특별시 양천구 목동 917-6,제조,식품가공/제조,종합식품제조
법무법인정론서초분사무소법무법인,서울특별시 서초구 서초동 1553-13,생활서비스,법무세무회계,법무사
라스트점핑핏클럽,서울특별시 도봉구 방학동 632-56,,,
마피아디저트,서울특별시 마포구 합정동 386-37,,,
코리엔탈깻잎두마리칩킨응암점,서울특별시 은평구 응암동 99-66,음식,닭/오리요리,후라이드/양념치킨
신미홍어회,서울특별시 관악구 신림동 1588-1,제조,식품가공/제조,종합식품제조
생생부동산,서울특별시 영등포구 신길동 2039,부동산,부동산중개,부동산중개
모즈,서울특별시 강남구 삼성동 159,음식,일식/수산물,음식점-일식
제이수산,서울특별시 양천구 목동 917-6,제조,식품가공/제조,종합식품제조
크러쉬온유,서울특별시 중랑구 면목동 147-1,음식,커피점/카페,커피전문점/카페/다방
나티나,서울특별시 종로구 숭인동 766,,,
세븐일레븐,서울특별시 성북구 성북동 176-3,소매,종합소매점,편의점
지코바양념치킨,서울특별시 동대문구 용두동 790,음식,유흥주점,호프/맥주
라곰헤어,서울특별시 강남구 논현동 16-40,생활서비스,이/미용/건강,여성미용실
월드팜,서울특별시 중랑구 면목동 1501,,,
이화수전통육개장,서울특별시 중구 저동2가 48-2,음식,한식,한식/백반/한정식
보스토치니,서울특별시 강동구 천호동 425-5,음식,한식,한식/백반/한정식
원할머니보쌈홍대역점,서울특별시 마포구 동교동 169-16,음식,한식,족발/보쌈전문
서드팩토리,서울특별시 강서구 화곡동 348-17,음식,양식,정통양식/경양식
분펍,서울특별시 양천구 신정동 886-6,음식,분식,라면김밥분식
묘산빅진아쿠아,서울특별시 성북구 보문동5가 232-1,소매,취미/오락관련소매,수족관
월남선생,서울특별시 강남구 역삼동 837-13,,,
사르르과자점,서울특별시 마포구 서교동 459-2,음식,제과제빵떡케익,제과점
맛있는반찬,서울특별시 광진구 군자동 49-53,소매,음/식료품소매,반찬가게
애니원효소다이어트,서울특별시 광진구 자양동 810,소매,건강/미용식품,다이어트상품판매
CU성북야채왕점,서울특별시 성북구 동소문동5가 67-6,소매,종합소매점,편의점
GS25,서울특별시 강서구 화곡동 936-15,소매,종합소매점,편의점
세계로할인마트,서울특별시 성북구 정릉동 407-3,소매,종합소매점,수퍼마켓
브로스,서울특별시 금천구 독산동 195-8,음식,한식,한식/백반/한정식
설창일법률사무소,서울특별시 서초구 서초동 1694-17,생활서비스,법무세무회계,변호사
살롱드비,서울특별시 성동구 금호동1가 104,생활서비스,이/미용/건강,여성미용실
파스퇴르밀크바어드벤처점,서울특별시 송파구 잠실동 40-1,,,
정릉평생학원,서울특별시 성북구 정릉동 966-112,학문/교육,학원기타,학원-기타
요리하는부엉이,서울특별시 마포구 공덕동 117-4,음식,분식,라면김밥분식
벽창호인테리어금호점금호점,서울특별시 성동구 금호동2가 1217,소매,가정/주방/인테리어,인테리어/욕실용품/커튼
태호코퍼레이션,서울특별시 서초구 양재동 275-1,소매,종합소매점,시장/종합상가
세븐일레븐,서울특별시 송파구 풍납동 88-24,소매,종합소매점,편의점
방배백조씽크공장,서울특별시 서초구 방배동 822-22,소매,가정/주방/인테리어,주방가구판매
브리카,서울특별시 송파구 석촌동 158-3,,,
이바인어학원,서울특별시 성북구 돈암동 30-11,학문/교육,학원-어학,학원-외국어/어학
천연동41번지,서울특별시 서대문구 천연동 41,음식,커피점/카페,커피전문점/카페/다방
샤론피부관리실,서울특별시 용산구 이태원동 130-8,생활서비스,이/미용/건강,비만/피부관리
한마음교회,서울특별시 성북구 동소문동1가 140-33,문화/예술/종교,종교,기독교
썬코로나,서울특별시 관악구 신림동 517-50,,,
혜성돈까스,서울특별시 동대문구 장안동 146-17,음식,양식,돈가스전문점
아워홈엘지사이언스파크더블유구내식당,서울특별시 강서구 마곡동 770,음식,기타음식업,구내식당/자급식음식점
NailDress,서울특별시 성북구 종암동 130-2,,,
아소비중랑구신내점,서울특별시 중랑구 신내동 816,학문/교육,학원기타,학원-기타
푸드뱅크코리아,서울특별시 강서구 방화동 829-2,제조,식품가공/제조,종합식품제조
하이웨이마트중화점,서울특별시 중랑구 중화동 287-11,소매,종합소매점,할인점
서울대학교병원새마을금고티까페,서울특별시 종로구 연건동 128,금융,기타금융,새마을금고
구스아일랜드브루하우스강남점,서울특별시 강남구 역삼동 833-1,음식,양식,기타전문서양음식점
진삼영농조합,서울특별시 강서구 화곡동 774-14,제조,식품가공/제조,종합식품제조
싸움의고수,서울특별시 강남구 대치동 626,음식,한식,한식/백반/한정식
마제스티롯데월드몰점,서울특별시 송파구 신천동 29,생활서비스,이/미용/건강,남성미용실
샬롬미용실,서울특별시 송파구 잠실동 233-10,생활서비스,이/미용/건강,여성미용실
소도둑,서울특별시 도봉구 도봉동 560-19,음식,한식,한식/백반/한정식
원할머니보쌈족발,서울특별시 은평구 응암동 124-4,음식,한식,족발/보쌈전문
카페뉴트리,서울특별시 영등포구 당산동1가 53-4,음식,커피점/카페,커피전문점/카페/다방
숙현한복,서울특별시 강남구 청담동 38-20,소매,의복의류,한복/갈옷/민속옷
카사7080라이브,서울특별시 종로구 관수동 13-2,음식,유흥주점,룸살롱/단란주점
익선디미방,서울특별시 종로구 익선동 166-78,음식,한식,한식/백반/한정식
지씨바이오,서울특별시 동대문구 용두동 33-1,,,
본도시락,서울특별시 구로구 구로동 611-1,음식,패스트푸드,도시락전문점
스시토로,서울특별시 성북구 동선동2가 155,음식,일식/수산물,음식점-초밥전문
더맛있는김밥,서울특별시 중랑구 상봉동 279-113,음식,분식,라면김밥분식
라화쿵부,서울특별시 중구 회현동1가 202-6,음식,중식,중국음식/중국집
세븐일레븐미아역점,서울특별시 강북구 미아동 209-2,소매,종합소매점,편의점
청소대장,서울특별시 광진구 군자동 99,생활서비스,세탁/가사서비스,청소/소독
BUKU,서울특별시 성북구 성북동 279-1,음식,커피점/카페,커피전문점/카페/다방
가스코청담점,서울특별시 강남구 청담동 42-1,생활서비스,개인/가정용품수리,가죽/모피수선
고향양꼬치,서울특별시 광진구 자양동 5-12,음식,유흥주점,꼬치구이전문점
엘에스씨푸드덕수고등학교구내식당,서울특별시 성동구 행당동 70-28,음식,기타음식업,구내식당/자급식음식점
모락모락,서울특별시 마포구 서교동 395-33,음식,유흥주점,호프/맥주
더네일,서울특별시 서대문구 충정로2가 184-4,생활서비스,이/미용/건강,발/네일케어
우주역,서울특별시 마포구 연남동 364-8,음식,유흥주점,호프/맥주
엠와이청담,서울특별시 은평구 응암동 335-38,생활서비스,이/미용/건강,여성미용실
GS25,서울특별시 송파구 문정동 88-16,소매,종합소매점,편의점
브이알존,서울특별시 강남구 신사동 536-3,음식,커피점/카페,커피전문점/카페/다방
국회대로주유소,서울특별시 영등포구 여의도동 17-2,,,
베어하우스,서울특별시 성북구 성북동 5-1,음식,양식,스테이크전문점
스킨푸드왕십리이마트점,서울특별시 성동구 행당동 168-151,소매,화장품소매,화장품판매점
타파스트럭,서울특별시 종로구 세종로 76-2,,,
삽재골153식당,서울특별시 관악구 신림동 107-52,음식,한식,한식/백반/한정식
CU,서울특별시 도봉구 쌍문동 414-146,소매,종합소매점,편의점
스타사랑나눔애구내식당,서울특별시 구로구 개봉동 332-2,음식,기타음식업,구내식당/자급식음식점
카페레바브,서울특별시 강남구 대치동 982-9,,,
제이뷰티,서울특별시 종로구 종로1가 24,,,
파리바게뜨한강성심병원점,서울특별시 영등포구 영등포동7가 94-200,음식,제과제빵떡케익,제과점
시티카메라,서울특별시 용산구 보광동 3-236,음식,한식,한식/백반/한정식
태양부양꼬치,서울특별시 금천구 시흥동 909-24,음식,유흥주점,꼬치구이전문점
승일푸드,서울특별시 강동구 둔촌동 87-7,음식,커피점/카페,커피전문점/카페/다방
청구미용상사,서울특별시 성북구 동소문동7가 94-1,소매,종합소매점,시장/종합상가
삼십칠점오,서울특별시 마포구 합정동 473,음식,한식,한식/백반/한정식
양양메밀막국수,서울특별시 서초구 방배동 793-1,음식,분식,국수/만두/칼국수
GS25번동기쁨,서울특별시 강북구 번동 234-2,소매,종합소매점,편의점
예수그리스도후기성도교회,서울특별시 서초구 서초동 1711,문화/예술/종교,종교,기독교
정나눔마트,서울특별시 중랑구 중화동 331-1,소매,종합소매점,수퍼마켓
엘지사이언스파크,서울특별시 강서구 마곡동 770,생활서비스,이/미용/건강,비만/피부관리
위드미,서울특별시 성북구 성북동 60-33,소매,종합소매점,편의점
씨네드쉐프용산,서울특별시 용산구 한강로3가 40-999,음식,양식,정통양식/경양식
북촌손만두,서울특별시 금천구 독산동 291-7,음식,분식,국수/만두/칼국수
파티오,서울특별시 구로구 구로동 1128-1,음식,커피점/카페,커피전문점/카페/다방
므이므이,서울특별시 양천구 신정동 321-6,,,
앤티앤스,서울특별시 양천구 목동 917-6,,,
오구오구,서울특별시 성북구 종암동 23-65,음식,유흥주점,호프/맥주
큐브,서울특별시 강북구 수유동 229-23,음식,유흥주점,호프/맥주
호아구랑동태랑,서울특별시 강서구 화곡동 1117-12,음식,한식,한식/백반/한정식
뉴맥시칸,서울특별시 성북구 동선동2가 72,음식,닭/오리요리,후라이드/양념치킨
마라탕전문점,서울특별시 동작구 신대방동 395-69,음식,중식,중국음식/중국집
봉추찜닭,서울특별시 강서구 마곡동 797-10,음식,닭/오리요리,찜닭전문점
모수서울,서울특별시 용산구 한남동 738-11,,,
역촌동카페,서울특별시 은평구 역촌동 61-1,음식,커피점/카페,커피전문점/카페/다방
에이스침대태능점,서울특별시 중랑구 묵동 181-67,소매,가구소매,가구판매-침대전문
천년쥬빠,서울특별시 영등포구 대림동 1047-11,음식,유흥주점,호프/맥주
맥스피드피씨방,서울특별시 동대문구 회기동 42-43,관광/여가/오락,PC/오락/당구/볼링등,인터넷PC방
지에스편의점,서울특별시 서초구 서초동 1357,소매,종합소매점,편의점
송악,서울특별시 강동구 천호동 155-7,,,
큰집닭강정,서울특별시 강북구 미아동 838-76,음식,닭/오리요리,후라이드/양념치킨
코이,서울특별시 광진구 구의동 667,음식,일식/수산물,음식점-일식
성동미래일자리지점용답토속공원,서울특별시 성동구 용답동 223,,,
용정양꼬치,서울특별시 중랑구 면목동 359-15,음식,유흥주점,꼬치구이전문점
빌리,서울특별시 서초구 방배동 931-1,음식,커피점/카페,커피전문점/카페/다방
팔보,서울특별시 용산구 원효로4가 118-1,음식,중식,중국음식/중국집
퓨전주막,서울특별시 송파구 가락동 600,음식,한식,한식/백반/한정식
커피에반하다,서울특별시 강서구 가양동 449-21,음식,커피점/카페,커피전문점/카페/다방
명가생삼겹살,서울특별시 중랑구 망우동 341-21,음식,한식,갈비/삼겹살
담소소사골순대,서울특별시 영등포구 양평동4가 80,음식,별식/퓨전요리,순대전문점
삼성농산물마트,서울특별시 중랑구 묵동 234-11,소매,종합소매점,수퍼마켓
군산아구찜앤탕,서울특별시 중랑구 면목동 504-37,음식,일식/수산물,아구전문
경리단호왕,서울특별시 용산구 이태원동 273-20,음식,한식,한식/백반/한정식
성북면가,서울특별시 성북구 동소문동4가 269,음식,한식,냉면집
남흥골삼호가든,서울특별시 은평구 수색동 72-2,음식,한식,갈비/삼겹살
들무새협동조합,서울특별시 은평구 신사동 21-20,제조,식품가공/제조,종합식품제조
포유365,서울특별시 성북구 동소문동5가 82,소매,종합소매점,편의점
새생활공판장,서울특별시 중랑구 망우동 405-22,소매,종합소매점,수퍼마켓
싱싱참치,서울특별시 서대문구 창천동 448,음식,일식/수산물,참치전문점
고래면옥,서울특별시 관악구 신림동 1423-33,음식,유흥주점,룸살롱/단란주점
햇빛촌21,서울특별시 노원구 하계동 284,제조,식품가공/제조,종합식품제조
스시만,서울특별시 성북구 종암동 69-5,음식,일식/수산물,음식점-초밥전문
엘지사이언스파크지카페,서울특별시 강서구 마곡동 770,음식,커피점/카페,커피전문점/카페/다방
