상호명,주소,업종대분류,업종중분류,업종소분류
쁘띠네일,서울특별시 강동구 천호동 442-34,생활서비스,이/미용/건강,발/네일케어
다연커피호프,서울특별시 구로구 구로동 737-1,음식,유흥주점,호프/맥주
전우치,서울특별시 관악구 신림동 1458-23,음식,유흥주점,호프/맥주
가비당,서울특별시 금천구 독산동 150-8,음식,커피점/카페,커피전문점/카페/다방
베이징양꼬치양훠궈,서울특별시 구로구 개봉동 170-33,음식,유흥주점,꼬치구이전문점
로아베이커리,서울특별시 마포구 서교동 468-2,음식,제과제빵떡케익,제과점
가마치옛날통닭,서울특별시 성동구 금호동2가 453,음식,닭/오리요리,후라이드/양념치킨
쿠바,서울특별시 중랑구 상봉동 87-18,음식,유흥주점,호프/맥주
한국통닭,서울특별시 중랑구 면목동 146-71,음식,닭/오리요리,후라이드/양념치킨
펭귄에프앤디구내식당,서울특별시 서초구 잠원동 18-18,음식,기타음식업,구내식당/자급식음식점
다이아만티노,서울특별시 강남구 신사동 598-6,음식,한식,한식/백반/한정식
뽀뽀떡볶이,서울특별시 노원구 월계동 947,음식,분식,떡볶이전문
부동산전정화,서울특별시 중랑구 면목동 496-24,부동산,부동산중개,부동산중개
키쏘커피대치점,서울특별시 강남구 대치동 622-1,음식,커피점/카페,커피전문점/카페/다방
쥬씨사당역,서울특별시 관악구 남현동 1061-59,음식,커피점/카페,커피전문점/카페/다방
네이처리퍼블릭,서울특별시 동작구 상도동 514,소매,화장품소매,화장품판매점
RHAPSO,서울특별시 중랑구 상봉동 100-46,소매,의복의류,일반의류
SUPERCREW,서울특별시 중구 서소문동 90-1,소매,종합소매점,잡화점
TONYMOLY,서울특별시 성북구 종암동 29-18,소매,화장품소매,화장품판매점
STORYWAY,서울특별시 성동구 성수동1가 655-436,소매,종합소매점,편의점
LaBest,서울특별시 강서구 공항동 산20-2,음식,패스트푸드,아이스크림판매
steffhotdog,서울특별시 서초구 서초동 1366-9,음식,패스트푸드,핫도그
ZUMA,서울특별시 강남구 역삼동 858,소매,의복의류,일반의류
Mr.mart,서울특별시 성동구 행당동 192,소매,종합소매점,편의점
BEAUTE,서울특별시 강서구 등촌동 666-40,소매,화장품소매,화장품판매점
삭스코리아,서울특별시 서초구 반포동 19-11,도매/유통/무역,의류도매,양말도매
세븐일레븐,서울특별시 강서구 화곡동 662-5,소매,종합소매점,편의점
PPIOKKO,서울특별시 구로구 구로동 585-3,음식,제과제빵떡케익,제과점
TONYMOLY,서울특별시 노원구 월계동 36-4,소매,화장품소매,화장품판매점
미스터도넛,서울특별시 중랑구 상봉동 100-46,음식,패스트푸드,도너츠전문
찬우네왕족발보쌈,서울특별시 중랑구 상봉동 85-39,음식,한식,족발/보쌈전문
836숯불바베큐치킨,서울특별시 강서구 화곡동 781-12,음식,한식,갈비/삼겹살
경희의료기,서울특별시 동대문구 회기동 108-20,소매,의약/의료품소매,의료용품소매
지알레빗,서울특별시 강동구 성내동 437-26,음식,한식,한식/백반/한정식
신라의달밤,서울특별시 마포구 서교동 396-47,음식,유흥주점,호프/맥주
오모리푸드시스템,서울특별시 송파구 석촌동 183-3,음식,한식,한식/백반/한정식
한국야쿠르트신사점,서울특별시 강남구 신사동 567-29,소매,음/식료품소매,우유판매
모두다홈케어,서울특별시 서대문구 홍은동 453-2,생활서비스,세탁/가사서비스,청소/소독
오이시이돈까스우동모밀전문점,서울특별시 금천구 가산동 237-26,음식,양식,돈가스전문점
족집계,서울특별시 동작구 사당동 105,음식,유흥주점,호프/맥주
취향,서울특별시 금천구 시흥동 896-2,음식,중식,중국음식/중국집
제주어항1950,서울특별시 서초구 방배동 851-2,음식,한식,한식/백반/한정식
블루마운틴,서울특별시 강남구 역삼동 836-51,음식,양식,정통양식/경양식
신월실버요양원,서울특별시 양천구 신월동 226-8,의료,의료관련서비스업,요양원
카페아이엠,서울특별시 영등포구 영등포동2가 94-35,음식,커피점/카페,커피전문점/카페/다방
NAIL,서울특별시 관악구 신림동 499-50,생활서비스,이/미용/건강,발/네일케어
이효재만두,서울특별시 강동구 성내동 449-15,음식,분식,국수/만두/칼국수
파리바게뜨학동역점,서울특별시 강남구 논현동 89-22,음식,제과제빵떡케익,제과점
오징어청춘,서울특별시 송파구 가락동 86-10,음식,일식/수산물,낙지/오징어
플래닛61,서울특별시 마포구 서교동 396-61,음식,한식,한식/백반/한정식
연수커피,서울특별시 강남구 대치동 900-53,음식,커피점/카페,커피전문점/카페/다방
조아수미헤어,서울특별시 영등포구 대림동 881-8,생활서비스,이/미용/건강,여성미용실
키친블루마스,서울특별시 서초구 양재동 16-32,음식,양식,정통양식/경양식
빵선생,서울특별시 관악구 봉천동 972-13,음식,제과제빵떡케익,제과점
28청춘호프포차,서울특별시 동작구 상도동 502-5,음식,유흥주점,소주방/포장마차
헤어살롱마네,서울특별시 강서구 화곡동 1027-25,생활서비스,이/미용/건강,여성미용실
만쥬하나,서울특별시 마포구 서교동 490,음식,커피점/카페,커피전문점/카페/다방
CASHMERE,서울특별시 강동구 명일동 345-12,소매,선물/팬시/기념품,공예품판매
STORYWAY,서울특별시 성북구 종암동 29-18,소매,종합소매점,편의점
DuByJun,서울특별시 서초구 서초동 1366-9,소매,가방/신발/액세서리,신발소매
CHAMCE,서울특별시 강동구 명일동 312,소매,의복의류,일반의류
STCO,서울특별시 강남구 역삼동 858,소매,의복의류,남성의류전문점
미샤,서울특별시 강서구 화곡동 662-5,소매,화장품소매,화장품판매점
GS25,서울특별시 강남구 도곡동 179-2,소매,종합소매점,편의점
미샤,서울특별시 성북구 안암동5가 101-53,소매,화장품소매,화장품판매점
미쏭헤어샵,서울특별시 노원구 월계동 85,생활서비스,이/미용/건강,여성미용실
브레댄코,서울특별시 송파구 가락동 184-23,음식,제과제빵떡케익,제과점
Lua,서울특별시 강서구 방화동 217-156,소매,의복의류,여성의류전문점
